Rk,Date,Tm,Opp,Result,Player,Dist,Good.,Blk.
11,2019-10-20,BAL,SEA,W 30-16,Justin Tucker,28,Y,N
12,2019-10-27,CIN,LAR,L 10-24,Randy Bullock,28,Y,N
13,2019-10-27,KAN,GNB,L 24-31,Harrison Butker,28,Y,N
1,2019-09-08,CIN,SEA,L 20-21,Randy Bullock,27,Y,N
2,2019-09-08,LAR,CAR,W 30-27,Greg Zuerlein,27,Y,N
3,2019-09-22,TAM,NYG,L 31-32,Matt Gay,27,Y,N
4,2019-10-06,BAL,PIT,W 26-23,Justin Tucker,27,Y,N
5,2019-10-24,MIN,WAS,W 19-9,Dan Bailey,27,Y,N
1,2019-09-09,DEN,OAK,L 16-24,Brandon McManus,26,Y,N
2,2019-09-09,DEN,OAK,L 16-24,Brandon McManus,26,Y,N
3,2019-09-22,PIT,SFO,L 20-24,Chris Boswell,26,Y,N
4,2019-09-29,CAR,HOU,W 16-10,Joey Slye,26,Y,N
5,2019-09-29,OAK,IND,W 31-24,Daniel Carlson,26,Y,N
6,2019-09-29,IND,OAK,L 24-31,Adam Vinatieri,26,Y,N
7,2019-09-29,NOR,DAL,W 12-10,Wil Lutz,26,Y,N
8,2019-10-06,BAL,PIT,W 26-23,Justin Tucker,26,Y,N
9,2019-10-06,HOU,ATL,W 53-32,Ka'imi Fairbairn,26,Y,N
10,2019-10-14,DET,GNB,L 22-23,Matt Prater,26,Y,N
11,2019-10-20,JAX,CIN,W 27-17,Josh Lambo,26,Y,N
12,2019-10-20,DAL,PHI,W 37-10,Brett Maher,26,Y,N
13,2019-10-20,HOU,IND,L 23-30,Ka'imi Fairbairn,26,Y,N
14,2019-10-27,NOR,ARI,W 31-9,Wil Lutz,26,Y,N
1,2019-09-08,NWE,PIT,W 33-3,Stephen Gostkowski,25,Y,N
2,2019-09-08,KAN,JAX,W 40-26,Harrison Butker,25,Y,N
3,2019-09-15,DAL,WAS,W 31-21,Brett Maher,25,Y,N
4,2019-09-22,PHI,DET,L 24-27,Jake Elliott,25,Y,N
5,2019-09-22,DET,PHI,W 27-24,Matt Prater,25,Y,N
6,2019-09-29,CHI,MIN,W 16-6,Eddy Pineiro,25,Y,N
7,2019-09-29,JAX,DEN,W 26-24,Josh Lambo,25,Y,N
8,2019-09-29,DET,KAN,L 30-34,Matt Prater,25,Y,N
9,2019-10-13,SFO,LAR,W 20-7,Robbie Gould,25,Y,N
10,2019-10-20,BAL,SEA,W 30-16,Justin Tucker,25,Y,N
11,2019-10-20,LAR,ATL,W 37-10,Greg Zuerlein,25,Y,N
12,2019-10-27,CHI,LAC,L 16-17,Eddy Pineiro,25,Y,N
1,2019-09-15,LAR,NOR,W 27-9,Greg Zuerlein,24,Y,N
2,2019-09-22,SFO,PIT,W 24-20,Robbie Gould,24,Y,N
3,2019-09-22,MIN,OAK,W 34-14,Dan Bailey,24,Y,N
4,2019-09-29,CLE,BAL,W 40-25,Austin Seibert,24,Y,N
5,2019-09-29,SEA,ARI,W 27-10,Jason Myers,24,Y,N
6,2019-10-27,JAX,NYJ,W 29-15,Josh Lambo,24,Y,N
7,2019-10-27,TAM,TEN,L 23-27,Matt Gay,24,Y,N
1,2019-09-08,JAX,KAN,L 26-40,Josh Lambo,23,Y,N
2,2019-09-16,CLE,NYJ,W 23-3,Austin Seibert,23,Y,N
3,2019-09-22,CLE,LAR,L 13-20,Austin Seibert,23,Y,N
4,2019-09-22,TAM,NYG,L 31-32,Matt Gay,23,Y,N
5,2019-09-29,NWE,BUF,W 16-10,Stephen Gostkowski,23,Y,N
6,2019-09-29,KAN,DET,W 34-30,Harrison Butker,23,Y,N
7,2019-10-06,CIN,ARI,L 23-26,Randy Bullock,23,Y,N
8,2019-10-06,ARI,CIN,W 26-23,Zane Gonzalez,23,Y,N
9,2019-10-06,CIN,ARI,L 23-26,Randy Bullock,23,Y,N
10,2019-10-06,NWE,WAS,W 33-7,Mike Nugent,23,Y,N
11,2019-10-14,GNB,DET,W 23-22,Mason Crosby,23,Y,N
12,2019-10-27,LAR,CIN,W 24-10,Greg Zuerlein,23,Y,N
1,2019-09-08,PHI,WAS,W 32-27,Jake Elliott,22,Y,N
2,2019-09-15,ARI,BAL,L 17-23,Zane Gonzalez,22,Y,N
3,2019-09-15,LAR,NOR,W 27-9,Greg Zuerlein,22,Y,N
4,2019-09-15,HOU,JAX,W 13-12,Ka'imi Fairbairn,22,Y,N
5,2019-09-22,MIA,DAL,L 6-31,Jason Sanders,22,Y,N
6,2019-10-06,ARI,CIN,W 26-23,Zane Gonzalez,22,Y,N
7,2019-10-13,JAX,NOR,L 6-13,Josh Lambo,22,Y,N
8,2019-10-13,ARI,ATL,W 34-33,Zane Gonzalez,22,Y,N
9,2019-10-13,CIN,BAL,L 17-23,Randy Bullock,22,Y,N
10,2019-10-14,DET,GNB,L 22-23,Matt Prater,22,Y,N
11,2019-10-20,SFO,WAS,W 9-0,Robbie Gould,22,Y,N
12,2019-10-20,BAL,SEA,W 30-16,Justin Tucker,22,Y,N
13,2019-10-27,CHI,LAC,L 16-17,Eddy Pineiro,22,Y,N
14,2019-10-27,TAM,TEN,L 23-27,Matt Gay,22,Y,N
1,2019-09-15,ARI,BAL,L 17-23,Zane Gonzalez,21,Y,N
2,2019-09-15,ARI,BAL,L 17-23,Zane Gonzalez,21,Y,N
3,2019-09-22,IND,ATL,W 27-24,Adam Vinatieri,21,Y,N
4,2019-09-29,WAS,NYG,L 3-24,Dustin Hopkins,21,Y,N
5,2019-09-29,TAM,LAR,W 55-40,Matt Gay,21,Y,N
6,2019-10-13,NOR,JAX,W 13-6,Wil Lutz,21,Y,N
7,2019-10-13,WAS,MIA,W 17-16,Dustin Hopkins,21,Y,N
8,2019-10-13,BAL,CIN,W 23-17,Justin Tucker,21,Y,N
9,2019-10-20,JAX,CIN,W 27-17,Josh Lambo,21,Y,N
10,2019-10-24,WAS,MIN,L 9-19,Dustin Hopkins,21,Y,N
11,2019-10-27,DEN,IND,L 13-15,Brandon McManus,21,Y,N
1,2019-09-08,ARI,DET,T 27-27,Zane Gonzalez,20,Y,N
2,2019-10-06,GNB,DAL,W 34-24,Mason Crosby,20,Y,N
3,2019-10-06,ARI,CIN,W 26-23,Zane Gonzalez,20,Y,N
4,2019-10-13,SEA,CLE,W 32-28,Jason Myers,20,Y,N
5,2019-10-13,PIT,LAC,W 24-17,Chris Boswell,20,Y,N
6,2019-10-17,KAN,DEN,W 30-6,Harrison Butker,20,Y,N
7,2019-10-20,LAR,ATL,W 37-10,Greg Zuerlein,20,Y,N
8,2019-10-27,LAC,CHI,W 17-16,Chase McLaughlin,20,Y,N
9,2019-10-27,NWE,CLE,W 27-13,Mike Nugent,20,Y,N
10,2019-10-27,SFO,CAR,W 51-13,Robbie Gould,20,Y,N
1,2018-12-22,BAL,LAC,W 22-10,Justin Tucker,65,N,N
1,2018-10-07,CAR,NYG,W 33-31,Graham Gano,63,Y,N
2,2018-11-18,WAS,HOU,L 21-23,Dustin Hopkins,63,N,N
3,2019-01-12,LAR,DAL,W 30-22,Greg Zuerlein,63,N,N
1,2018-11-04,DEN,HOU,L 17-19,Brandon McManus,62,N,N
2,2018-12-09,DAL,PHI,W 29-23,Brett Maher,62,Y,N
1,2018-09-30,HOU,IND,W 37-34,Ka'imi Fairbairn,59,N,N
2,2018-10-21,TAM,CLE,W 26-23,Chandler Catanzaro,59,Y,N
3,2018-12-09,LAC,CIN,W 26-21,Michael Badgley,59,Y,N
4,2018-12-23,DAL,TAM,W 27-20,Brett Maher,59,Y,N
1,2018-12-24,DEN,OAK,L 14-27,Brandon McManus,58,N,N
2,2019-01-05,DAL,SEA,W 24-22,Brett Maher,58,N,N
1,2018-10-07,OAK,LAC,L 10-26,Matthew McCrane,57,N,N
2,2018-10-14,ATL,TAM,W 34-29,Matt Bryant,57,Y,N
3,2018-10-28,JAX,PHI,L 18-24,Josh Lambo,57,Y,N
4,2018-12-02,NYG,CHI,W 30-27,Aldrick Rosas,57,Y,N
5,2018-12-23,LAR,ARI,W 31-9,Greg Zuerlein,57,N,N
6,2019-01-05,SEA,DAL,L 22-24,Sebastian Janikowski,57,N,N
7,2019-01-20,LAR,NOR,W 26-23,Greg Zuerlein,57,Y,N
1,2018-09-17,SEA,CHI,L 17-24,Sebastian Janikowski,56,Y,N
2,2018-10-07,GNB,DET,L 23-31,Mason Crosby,56,N,N
3,2018-10-14,WAS,CAR,W 23-17,Dustin Hopkins,56,Y,N
4,2018-10-22,ATL,NYG,W 23-20,Giorgio Tavecchio,56,Y,N
5,2018-11-04,NYJ,MIA,L 6-13,Jason Myers,56,Y,N
6,2018-11-04,LAR,NOR,L 35-45,Greg Zuerlein,56,Y,N
7,2018-11-11,PHI,DAL,L 20-27,Jake Elliott,56,Y,N
8,2018-11-18,BAL,CIN,W 24-21,Justin Tucker,56,Y,N
9,2018-11-25,MIN,GNB,W 24-17,Dan Bailey,56,N,N
10,2018-12-22,BAL,LAC,W 22-10,Justin Tucker,56,Y,N
11,2018-12-23,JAX,MIA,W 17-7,Kai Forbath,56,N,N
1,2018-09-09,IND,CIN,L 23-34,Adam Vinatieri,55,N,N
2,2018-09-10,DET,NYJ,L 17-48,Matt Prater,55,N,N
3,2018-09-10,LAR,OAK,W 33-13,Greg Zuerlein,55,Y,N
4,2018-09-13,BAL,CIN,L 23-34,Justin Tucker,55,Y,N
5,2018-09-16,NYJ,MIA,L 12-20,Jason Myers,55,Y,N
6,2018-09-23,PHI,IND,W 20-16,Jake Elliott,55,N,N
7,2018-09-30,ATL,CIN,L 36-37,Matt Bryant,55,Y,N
8,2018-10-07,CLE,BAL,W 12-9,Greg Joseph,55,N,N
9,2018-10-07,DET,GNB,W 31-23,Matt Prater,55,N,N
10,2018-10-14,DAL,JAX,W 40-7,Brett Maher,55,Y,N
11,2018-10-21,NYJ,MIN,L 17-37,Jason Myers,55,Y,N
12,2018-10-28,DEN,KAN,L 23-30,Brandon McManus,55,N,N
13,2018-11-11,JAX,IND,L 26-29,Josh Lambo,55,Y,N
14,2018-11-11,NYJ,BUF,L 10-41,Jason Myers,55,Y,N
15,2018-11-25,NYJ,NWE,L 13-27,Jason Myers,55,Y,N
16,2018-12-02,BUF,MIA,L 17-21,Stephen Hauschka,55,N,N
17,2018-12-30,ARI,SEA,L 24-27,Zane Gonzalez,55,Y,N
1,2018-09-16,HOU,TEN,L 17-20,Ka'imi Fairbairn,54,N,N
2,2018-09-16,CAR,ATL,L 24-31,Graham Gano,54,Y,N
3,2018-09-16,NWE,JAX,L 20-31,Stephen Gostkowski,54,N,N
4,2018-09-23,HOU,NYG,L 22-27,Ka'imi Fairbairn,54,Y,N
5,2018-09-30,JAX,NYJ,W 31-12,Josh Lambo,54,Y,N
6,2018-09-30,LAC,SFO,W 29-27,Caleb Sturgis,54,N,N
7,2018-10-04,IND,NWE,L 24-38,Adam Vinatieri,54,Y,N
8,2018-10-07,TEN,BUF,L 12-13,Ryan Succop,54,Y,N
9,2018-10-11,PHI,NYG,W 34-13,Jake Elliott,54,N,N
10,2018-10-28,CAR,BAL,W 36-21,Graham Gano,54,Y,N
11,2018-11-04,NOR,LAR,W 45-35,Wil Lutz,54,Y,N
12,2018-11-11,BUF,NYJ,W 41-10,Stephen Hauschka,54,Y,N
13,2018-11-18,HOU,WAS,W 23-21,Ka'imi Fairbairn,54,Y,N
14,2018-11-18,DET,CAR,W 20-19,Matt Prater,54,Y,N
15,2018-11-25,CIN,CLE,L 20-35,Randy Bullock,54,N,Y
16,2018-12-02,NYJ,TEN,L 22-26,Jason Myers,54,Y,N
17,2018-12-09,ARI,DET,L 3-17,Zane Gonzalez,54,N,N
18,2018-12-09,BUF,NYJ,L 23-27,Stephen Hauschka,54,N,N
19,2018-12-09,IND,HOU,W 24-21,Adam Vinatieri,54,Y,N
20,2018-12-23,KAN,SEA,L 31-38,Harrison Butker,54,Y,N
21,2018-12-23,ARI,LAR,L 9-31,Zane Gonzalez,54,N,N
1,2018-09-09,DEN,SEA,W 27-24,Brandon McManus,53,Y,N
2,2018-09-09,TEN,MIA,L 20-27,Ryan Succop,53,Y,N
3,2018-09-23,CIN,CAR,L 21-31,Randy Bullock,53,N,N
4,2018-10-07,NYG,CAR,L 31-33,Aldrick Rosas,53,Y,N
5,2018-10-08,WAS,NOR,L 19-43,Dustin Hopkins,53,Y,N
6,2018-10-14,CHI,MIA,L 28-31,Cody Parkey,53,N,N
7,2018-10-21,KAN,CIN,W 45-10,Harrison Butker,53,N,N
8,2018-10-28,GNB,LAR,L 27-29,Mason Crosby,53,Y,N
9,2018-10-28,WAS,NYG,W 20-13,Dustin Hopkins,53,Y,N
10,2018-11-12,SFO,NYG,L 23-27,Robbie Gould,53,Y,N
11,2018-11-18,ATL,DAL,L 19-22,Matt Bryant,53,Y,N
12,2018-12-02,HOU,CLE,W 29-13,Ka'imi Fairbairn,53,Y,N
13,2018-12-09,ATL,GNB,L 20-34,Matt Bryant,53,N,N
14,2018-12-15,HOU,NYJ,W 29-22,Ka'imi Fairbairn,53,Y,N
15,2018-12-16,PHI,LAR,W 30-23,Jake Elliott,53,N,N
16,2018-12-22,BAL,LAC,W 22-10,Justin Tucker,53,N,N
17,2018-12-30,IND,TEN,W 33-17,Adam Vinatieri,53,Y,N
18,2019-01-06,LAC,BAL,W 23-17,Michael Badgley,53,Y,N
19,2019-02-03,LAR,NWE,L 3-13,Greg Zuerlein,53,Y,N
1,2018-09-06,ATL,PHI,L 12-18,Matt Bryant,52,Y,N
2,2018-09-09,BUF,BAL,L 3-47,Stephen Hauschka,52,N,N
3,2018-09-16,CLE,NOR,L 18-21,Zane Gonzalez,52,N,N
4,2018-09-16,GNB,MIN,T 29-29,Mason Crosby,52,N,N
5,2018-09-23,BAL,DEN,W 27-14,Justin Tucker,52,Y,N
6,2018-09-23,OAK,MIA,L 20-28,Mike Nugent,52,Y,N
7,2018-09-23,BAL,DEN,W 27-14,Justin Tucker,52,Y,N
8,2018-09-30,SEA,ARI,W 20-17,Sebastian Janikowski,52,N,N
9,2018-09-30,GNB,BUF,W 22-0,Mason Crosby,52,Y,N
10,2018-09-30,SEA,ARI,W 20-17,Sebastian Janikowski,52,Y,N
11,2018-09-30,GNB,BUF,W 22-0,Mason Crosby,52,Y,N
12,2018-10-07,MIN,PHI,W 23-21,Dan Bailey,52,Y,N
13,2018-10-07,SEA,LAR,L 31-33,Sebastian Janikowski,52,Y,N
14,2018-10-11,NYG,PHI,L 13-34,Aldrick Rosas,52,N,N
15,2018-10-14,BUF,HOU,L 13-20,Stephen Hauschka,52,Y,N
16,2018-10-21,DAL,WAS,L 17-20,Brett Maher,52,N,N
17,2018-10-28,NOR,MIN,W 30-20,Wil Lutz,52,Y,N
18,2018-11-11,DET,CHI,L 22-34,Matt Prater,52,Y,N
19,2018-11-11,NWE,TEN,L 10-34,Stephen Gostkowski,52,Y,N
20,2018-11-11,JAX,IND,L 26-29,Josh Lambo,52,N,N
21,2018-11-11,NWE,TEN,L 10-34,Stephen Gostkowski,52,N,N
22,2018-11-11,IND,JAX,W 29-26,Adam Vinatieri,52,N,N
23,2018-11-18,CIN,BAL,L 21-24,Randy Bullock,52,N,N
24,2018-11-18,NYG,TAM,W 38-35,Aldrick Rosas,52,Y,N
25,2018-11-25,CAR,SEA,L 27-30,Graham Gano,52,N,N
26,2018-12-02,LAC,PIT,W 33-30,Michael Badgley,52,N,N
27,2018-12-23,TAM,DAL,L 20-27,Cairo Santos,52,N,N
28,2019-01-13,NOR,PHI,W 20-14,Wil Lutz,52,N,N
1,2018-09-09,IND,CIN,L 23-34,Adam Vinatieri,51,Y,N
2,2018-09-09,DEN,SEA,W 27-24,Brandon McManus,51,Y,N
3,2018-10-07,CIN,MIA,W 27-17,Randy Bullock,51,Y,N
4,2018-10-15,GNB,SFO,W 33-30,Mason Crosby,51,Y,N
5,2018-10-21,SFO,LAR,L 10-39,Robbie Gould,51,Y,N
6,2018-10-21,TEN,LAC,L 19-20,Ryan Succop,51,N,N
7,2018-10-29,BUF,NWE,L 6-25,Stephen Hauschka,51,Y,N
8,2018-11-04,LAR,NOR,L 35-45,Greg Zuerlein,51,N,N
9,2018-11-04,DEN,HOU,L 17-19,Brandon McManus,51,N,N
10,2018-11-04,SEA,LAC,L 17-25,Sebastian Janikowski,51,N,N
11,2018-11-04,CLE,KAN,L 21-37,Greg Joseph,51,Y,N
12,2018-11-25,NYG,PHI,L 22-25,Aldrick Rosas,51,Y,N
13,2018-12-09,KAN,BAL,W 27-24,Harrison Butker,51,N,N
14,2018-12-16,PHI,LAR,W 30-23,Jake Elliott,51,Y,N
15,2018-12-23,CIN,CLE,L 18-26,Randy Bullock,51,Y,N
16,2018-12-30,CAR,NOR,W 33-14,Chandler Catanzaro,51,Y,N
17,2018-12-30,LAR,SFO,W 48-32,Greg Zuerlein,51,Y,N
1,2018-09-23,BUF,MIN,W 27-6,Stephen Hauschka,50,Y,N
2,2018-09-23,DAL,SEA,L 13-24,Brett Maher,50,Y,N
3,2018-09-30,OAK,CLE,W 45-42,Matthew McCrane,50,N,N
4,2018-09-30,ARI,SEA,L 17-20,Phil Dawson,50,N,N
5,2018-09-30,CHI,TAM,W 48-10,Cody Parkey,50,Y,N
6,2018-10-07,TEN,BUF,L 12-13,Ryan Succop,50,Y,N
7,2018-10-14,NWE,KAN,W 43-40,Stephen Gostkowski,50,Y,N
8,2018-10-14,DAL,JAX,W 40-7,Brett Maher,50,Y,N
9,2018-10-14,MIA,CHI,W 31-28,Jason Sanders,50,Y,N
10,2018-10-21,DET,MIA,W 32-21,Matt Prater,50,Y,N
11,2018-10-22,ATL,NYG,W 23-20,Giorgio Tavecchio,50,Y,N
12,2018-10-28,JAX,PHI,L 18-24,Josh Lambo,50,Y,N
13,2018-10-29,NWE,BUF,W 25-6,Stephen Gostkowski,50,N,N
14,2018-11-04,NYJ,MIA,L 6-13,Jason Myers,50,N,N
15,2018-11-08,PIT,CAR,W 52-21,Chris Boswell,50,Y,N
16,2018-11-18,DAL,ATL,W 22-19,Brett Maher,50,Y,N
17,2018-12-02,KAN,OAK,W 40-33,Harrison Butker,50,Y,N
18,2018-12-02,DEN,CIN,W 24-10,Brandon McManus,50,N,N
19,2018-12-02,OAK,KAN,L 33-40,Daniel Carlson,50,Y,N
20,2018-12-09,LAR,CHI,L 6-15,Greg Zuerlein,50,Y,N
21,2018-12-09,GNB,ATL,W 34-20,Mason Crosby,50,Y,N
22,2018-12-16,OAK,CIN,L 16-30,Daniel Carlson,50,Y,N
23,2018-12-22,WAS,TEN,L 16-25,Dustin Hopkins,50,Y,N
24,2018-12-23,CAR,ATL,L 10-24,Chandler Catanzaro,50,Y,N
25,2018-12-23,NOR,PIT,W 31-28,Wil Lutz,50,N,Y
26,2018-12-30,OAK,KAN,L 3-35,Daniel Carlson,50,Y,N
27,2018-12-30,ARI,SEA,L 24-27,Zane Gonzalez,50,Y,N
28,2019-01-06,BAL,LAC,L 17-23,Justin Tucker,50,N,N
1,2018-09-16,WAS,IND,L 9-21,Dustin Hopkins,49,Y,N
2,2018-09-16,WAS,IND,L 9-21,Dustin Hopkins,49,N,N
3,2018-09-16,PIT,KAN,L 37-42,Chris Boswell,49,N,N
4,2018-09-16,MIN,GNB,T 29-29,Daniel Carlson,49,N,N
5,2018-09-16,WAS,IND,L 9-21,Dustin Hopkins,49,Y,N
6,2018-09-23,NOR,ATL,W 43-37,Wil Lutz,49,Y,N
7,2018-09-30,BAL,PIT,W 26-14,Justin Tucker,49,Y,N
8,2018-10-07,NYJ,DEN,W 34-16,Jason Myers,49,Y,N
9,2018-10-07,LAC,OAK,W 26-10,Caleb Sturgis,49,Y,N
10,2018-10-14,WAS,CAR,W 23-17,Dustin Hopkins,49,Y,N
11,2018-11-18,OAK,ARI,W 23-21,Daniel Carlson,49,Y,N
12,2018-12-02,GNB,ARI,L 17-20,Mason Crosby,49,N,N
13,2018-12-09,BUF,NYJ,L 23-27,Stephen Hauschka,49,N,Y
14,2018-12-09,CLE,CAR,W 26-20,Greg Joseph,49,Y,N
15,2018-12-15,HOU,NYJ,W 29-22,Ka'imi Fairbairn,49,Y,N
16,2018-12-23,PIT,NOR,L 28-31,Chris Boswell,49,Y,N
17,2018-12-30,ATL,TAM,W 34-32,Matt Bryant,49,Y,N
18,2018-12-30,CIN,PIT,L 13-16,Randy Bullock,49,Y,N
1,2018-09-09,MIN,SFO,W 24-16,Daniel Carlson,48,Y,N
2,2018-09-09,LAC,KAN,L 28-38,Caleb Sturgis,48,N,N
3,2018-09-10,OAK,LAR,L 13-33,Mike Nugent,48,Y,N
4,2018-09-16,MIN,GNB,T 29-29,Daniel Carlson,48,N,N
5,2018-09-16,GNB,MIN,T 29-29,Mason Crosby,48,Y,N
6,2018-09-23,TEN,JAX,W 9-6,Ryan Succop,48,N,N
7,2018-09-30,LAC,SFO,W 29-27,Caleb Sturgis,48,Y,N
8,2018-10-07,HOU,DAL,W 19-16,Ka'imi Fairbairn,48,N,N
9,2018-10-07,BAL,CLE,L 9-12,Justin Tucker,48,N,Y
10,2018-10-07,DAL,HOU,L 16-19,Brett Maher,48,Y,N
11,2018-10-07,LAC,OAK,W 26-10,Caleb Sturgis,48,N,N
12,2018-10-14,NYJ,IND,W 42-34,Jason Myers,48,Y,N
13,2018-10-14,OAK,SEA,L 3-27,Matthew McCrane,48,N,N
14,2018-10-14,NWE,KAN,W 43-40,Stephen Gostkowski,48,Y,N
15,2018-10-14,MIN,ARI,W 27-17,Dan Bailey,48,Y,N
16,2018-10-21,HOU,JAX,W 20-7,Ka'imi Fairbairn,48,Y,N
17,2018-11-04,NYJ,MIA,L 6-13,Jason Myers,48,Y,N
18,2018-11-11,TAM,WAS,L 3-16,Chandler Catanzaro,48,N,N
19,2018-11-18,CHI,MIN,W 25-20,Cody Parkey,48,Y,N
20,2018-11-18,JAX,PIT,L 16-20,Josh Lambo,48,Y,N
21,2018-11-25,PIT,DEN,L 17-24,Chris Boswell,48,N,Y
22,2018-11-25,MIN,GNB,W 24-17,Dan Bailey,48,N,N
23,2018-11-25,IND,MIA,W 27-24,Adam Vinatieri,48,N,N
24,2018-12-02,MIN,NWE,L 10-24,Dan Bailey,48,N,N
25,2018-12-02,LAR,DET,W 30-16,Greg Zuerlein,48,Y,N
26,2018-12-02,HOU,CLE,W 29-13,Ka'imi Fairbairn,48,Y,N
27,2018-12-02,NWE,MIN,W 24-10,Stephen Gostkowski,48,N,N
28,2018-12-02,PIT,LAC,L 30-33,Chris Boswell,48,Y,N
29,2018-12-09,GNB,ATL,W 34-20,Mason Crosby,48,Y,N
30,2018-12-16,PIT,NWE,W 17-10,Chris Boswell,48,Y,N
31,2018-12-16,TEN,NYG,W 17-0,Ryan Succop,48,N,N
32,2018-12-16,DET,BUF,L 13-14,Matt Prater,48,N,N
33,2018-12-16,SEA,SFO,L 23-26,Sebastian Janikowski,48,Y,N
34,2018-12-16,DAL,IND,L 0-23,Brett Maher,48,N,Y
35,2018-12-23,DET,MIN,L 9-27,Matt Prater,48,Y,N
36,2018-12-30,NYG,DAL,L 35-36,Aldrick Rosas,48,Y,N
37,2019-01-20,LAR,NOR,W 26-23,Greg Zuerlein,48,Y,N
38,2019-02-03,LAR,NWE,L 3-13,Greg Zuerlein,48,N,N
1,2018-09-09,DAL,CAR,L 8-16,Brett Maher,47,N,N
2,2018-09-09,TEN,MIA,L 20-27,Ryan Succop,47,Y,N
3,2018-09-23,SEA,DAL,W 24-13,Sebastian Janikowski,47,Y,N
4,2018-09-24,PIT,TAM,W 30-27,Chris Boswell,47,N,N
5,2018-09-30,BAL,PIT,W 26-14,Justin Tucker,47,Y,N
6,2018-09-30,OAK,CLE,W 45-42,Matthew McCrane,47,N,N
7,2018-10-07,ATL,PIT,L 17-41,Matt Bryant,47,Y,N
8,2018-10-07,CAR,NYG,W 33-31,Graham Gano,47,Y,N
9,2018-10-07,CAR,NYG,W 33-31,Graham Gano,47,Y,N
10,2018-10-14,LAR,DEN,W 23-20,Cairo Santos,47,N,N
11,2018-10-14,MIA,CHI,W 31-28,Jason Sanders,47,Y,N
12,2018-10-21,DAL,WAS,L 17-20,Brett Maher,47,Y,N
13,2018-10-29,BUF,NWE,L 6-25,Stephen Hauschka,47,Y,N
14,2018-11-11,MIA,GNB,L 12-31,Jason Sanders,47,Y,N
15,2018-11-15,GNB,SEA,L 24-27,Mason Crosby,47,N,N
16,2018-11-25,BAL,OAK,W 34-17,Justin Tucker,47,Y,N
17,2018-11-26,HOU,TEN,W 34-17,Ka'imi Fairbairn,47,Y,N
18,2018-12-02,BAL,ATL,W 26-16,Justin Tucker,47,Y,N
19,2018-12-02,LAR,DET,W 30-16,Greg Zuerlein,47,Y,N
20,2018-12-03,WAS,PHI,L 13-28,Dustin Hopkins,47,Y,N
21,2018-12-09,NYJ,BUF,W 27-23,Jason Myers,47,Y,N
22,2018-12-09,DET,ARI,W 17-3,Matt Prater,47,Y,N
23,2018-12-09,CIN,LAC,L 21-26,Randy Bullock,47,Y,N
24,2018-12-10,MIN,SEA,L 7-21,Dan Bailey,47,N,Y
25,2018-12-23,DET,MIN,L 9-27,Matt Prater,47,Y,N
26,2018-12-23,MIA,JAX,L 7-17,Jason Sanders,47,N,N
27,2018-12-23,PHI,HOU,W 32-30,Jake Elliott,47,Y,N
28,2018-12-30,PIT,CIN,W 16-13,Matthew McCrane,47,Y,N
29,2019-01-06,LAC,BAL,W 23-17,Michael Badgley,47,Y,N
30,2019-01-20,NWE,KAN,W 37-31,Stephen Gostkowski,47,Y,N
1,2018-09-09,KAN,LAC,W 38-28,Harrison Butker,46,Y,N
2,2018-09-09,SEA,DEN,L 24-27,Sebastian Janikowski,46,N,N
3,2018-09-10,LAR,OAK,W 33-13,Greg Zuerlein,46,N,N
4,2018-09-16,NWE,JAX,L 20-31,Stephen Gostkowski,46,Y,N
5,2018-09-16,OAK,DEN,L 19-20,Mike Nugent,46,Y,N
6,2018-09-23,JAX,TEN,L 6-9,Josh Lambo,46,Y,N
7,2018-09-23,CHI,ARI,W 16-14,Cody Parkey,46,N,N
8,2018-09-23,LAR,LAC,W 35-23,Sam Ficken,46,N,N
9,2018-09-30,CHI,TAM,W 48-10,Cody Parkey,46,Y,N
10,2018-10-01,DEN,KAN,L 23-27,Brandon McManus,46,Y,N
11,2018-10-07,BUF,TEN,W 13-12,Stephen Hauschka,46,Y,N
12,2018-10-14,DAL,JAX,W 40-7,Brett Maher,46,Y,N
13,2018-10-15,SFO,GNB,L 30-33,Robbie Gould,46,Y,N
14,2018-10-21,MIA,DET,L 21-32,Jason Sanders,46,N,N
15,2018-10-21,PHI,CAR,L 17-21,Jake Elliott,46,Y,N
16,2018-10-21,CHI,NWE,L 31-38,Cody Parkey,46,Y,N
17,2018-10-25,MIA,HOU,L 23-42,Jason Sanders,46,Y,N
18,2018-11-04,HOU,DEN,W 19-17,Ka'imi Fairbairn,46,Y,N
19,2018-11-11,OAK,LAC,L 6-20,Daniel Carlson,46,Y,N
20,2018-11-11,KAN,ARI,W 26-14,Harrison Butker,46,Y,N
21,2018-11-18,LAC,DEN,L 22-23,Michael Badgley,46,Y,N
22,2018-11-25,ARI,LAC,L 10-45,Phil Dawson,46,N,N
23,2018-11-25,IND,MIA,W 27-24,Adam Vinatieri,46,Y,N
24,2018-11-29,DAL,NOR,W 13-10,Brett Maher,46,Y,N
25,2018-12-03,PHI,WAS,W 28-13,Jake Elliott,46,Y,N
26,2018-12-09,TAM,NOR,L 14-28,Cairo Santos,46,N,N
27,2018-12-09,CIN,LAC,L 21-26,Randy Bullock,46,Y,N
28,2018-12-16,WAS,JAX,W 16-13,Dustin Hopkins,46,Y,N
29,2018-12-17,NOR,CAR,W 12-9,Wil Lutz,46,Y,N
